ID=0, Sequence=501, X=-1.3148438178342E7, Y=3986007.33707501
ID=488, Sequence=390756, X=-1.31696144647601E7, Y=3997628.85606867
ID=5, Sequence=390763, X=-1.31618590905402E7, Y=4003131.48002208
ID=4, Sequence=390764, X=-1.3176943096526E7, Y=3996388.14674501
ID=419, Sequence=391593, X=-1.31613279645142E7, Y=3999259.23999768
ID=392, Sequence=391620, X=-1.31675199715923E7, Y=3998435.3966309
ID=344, Sequence=391668, X=-1.31795663033089E7, Y=4033749.17991101
ID=341, Sequence=391671, X=-1.31720437013334E7, Y=3998523.69190483
ID=323, Sequence=391689, X=-1.31756907563247E7, Y=3979336.76911074
ID=284, Sequence=391728, X=-1.31605840859257E7, Y=3993730.73057644
ID=282, Sequence=391730, X=-1.31677674630121E7, Y=3978292.07864054
ID=268, Sequence=391744, X=-1.31628204997459E7, Y=4012352.68109638
ID=450, Sequence=391761, X=-1.31613214777739E7, Y=3999211.95584466
ID=222, Sequence=391790, X=-1.31872625685804E7, Y=4043405.13346064
ID=215, Sequence=391797, X=-1.31487496878543E7, Y=3988249.83861092
ID=210, Sequence=391802, X=-1.31623045123599E7, Y=4008925.9640458
ID=203, Sequence=391809, X=-1.31612214528846E7, Y=3998482.86405963
ID=163, Sequence=391849, X=-1.3162044309148E7, Y=4004482.15255824
ID=154, Sequence=391858, X=-1.31824141846079E7, Y=4037321.24082166
ID=114, Sequence=391898, X=-1.31663796466134E7, Y=4006206.59070192
ID=103, Sequence=391909, X=-1.31629634844335E7, Y=3975666.96793873
ID=98, Sequence=391914, X=-1.31540026860911E7, Y=3998120.67416297
ID=89, Sequence=391923, X=-1.31593396048448E7, Y=3975893.27325922
ID=81, Sequence=391931, X=-1.31543568090858E7, Y=3983470.79128958
ID=77, Sequence=391935, X=-1.31613162796221E7, Y=3999174.06481501
ID=458, Sequence=391936, X=-1.31666826627481E7, Y=4003447.76056184
ID=55, Sequence=391957, X=-1.31701674721521E7, Y=3980109.19352137
ID=455, Sequence=391980, X=-1.31570710299781E7, Y=3995747.56490108
ID=488, Sequence=392000, X=-1.3169064893336E7, Y=3997629.80255981
ID=5, Sequence=392007, X=-1.31618288863872E7, Y=4002911.23718076
ID=4, Sequence=392008, X=-1.31769423561746E7, Y=3995503.33178029
ID=419, Sequence=392838, X=-1.31612675562082E7, Y=3998818.91010021
ID=392, Sequence=392865, X=-1.31675667351966E7, Y=3998539.53245164
ID=344, Sequence=392913, X=-1.3179268491321E7, Y=4033375.70403371
ID=341, Sequence=392916, X=-1.31720433243989E7, Y=3998412.94435755
ID=323, Sequence=392934, X=-1.31759120447827E7, Y=3979467.86186451
ID=284, Sequence=392973, X=-1.31606403191251E7, Y=3994171.22070752
ID=282, Sequence=392975, X=-1.31677894573111E7, Y=3977850.24096941
ID=268, Sequence=392989, X=-1.31633599198159E7, Y=4011581.15647602
ID=450, Sequence=393006, X=-1.31612912736209E7, Y=3998991.78966831
ID=222, Sequence=393035, X=-1.31875603805682E7, Y=4043778.94459662
ID=215, Sequence=393042, X=-1.31487355634603E7, Y=3987365.73485612
ID=210, Sequence=393047, X=-1.31623087596023E7, Y=4008815.16663088
ID=203, Sequence=393054, X=-1.31611912487316E7, Y=3998262.71213485
ID=163, Sequence=393094, X=-1.3162104717454E7, Y=4004922.7040558
ID=154, Sequence=393103, X=-1.31824886376049E7, Y=4037414.64156499
ID=114, Sequence=393143, X=-1.31663686494639E7, Y=4006428.06357457
ID=103, Sequence=393154, X=-1.31629296547371E7, Y=3975855.92442362
ID=98, Sequence=393159, X=-1.31561673099835E7, Y=3998426.29267761
ID=89, Sequence=393168, X=-1.31604366433209E7, Y=3975879.49898196
ID=81, Sequence=393176, X=-1.3154356959943E7, Y=3983028.39672251
ID=77, Sequence=393180, X=-1.31613766879281E7, Y=3999614.40859918
ID=458, Sequence=393181, X=-1.31666815116656E7, Y=4002562.39104959
ID=55, Sequence=393202, X=-1.31696496784531E7, Y=3979960.97998881
ID=455, Sequence=393225, X=-1.31559760673246E7, Y=3995671.84753267
ID=488, Sequence=393245, X=-1.31685153219117E7, Y=3997630.74905103
ID=5, Sequence=393252, X=-1.31617986822341E7, Y=4002690.99864958
ID=4, Sequence=393253, X=-1.31769416158231E7, Y=3994618.58627797
ID=419, Sequence=394079, X=-1.31612071479022E7, Y=3998378.59741726
ID=392, Sequence=394106, X=-1.3167613498801E7, Y=3998643.66923518
ID=344, Sequence=394154, X=-1.31789706793331E7, Y=4033002.24062228
ID=341, Sequence=394157, X=-1.31720429474643E7, Y=3998302.19789916
ID=323, Sequence=394175, X=-1.31761333332408E7, Y=3979598.95613848
ID=284, Sequence=394214, X=-1.31606965523244E7, Y=3994611.72805163
ID=282, Sequence=394216, X=-1.31678114516102E7, Y=3977408.4205611
ID=268, Sequence=394230, X=-1.31638736331494E7, Y=4010798.10743981
ID=450, Sequence=394247, X=-1.31612610694678E7, Y=3998771.62779585
ID=222, Sequence=394276, X=-1.31878581925561E7, Y=4044152.76824626
ID=215, Sequence=394283, X=-1.31487214390664E7, Y=3986481.70034375
ID=210, Sequence=394288, X=-1.31623130068447E7, Y=4008704.370308
ID=203, Sequence=394295, X=-1.31611610445786E7, Y=3998042.56451282
ID=163, Sequence=394335, X=-1.31621651257601E7, Y=4005363.2728067
ID=154, Sequence=394344, X=-1.31825630906019E7, Y=4037508.04308859
ID=114, Sequence=394384, X=-1.31663576523144E7, Y=4006649.54080874
ID=103, Sequence=394395, X=-1.31628595989026E7, Y=3976069.67445582
ID=98, Sequence=394400, X=-1.31583452595132E7, Y=3998661.97714554
ID=89, Sequence=394409, X=-1.31615284944409E7, Y=3975786.59752789
ID=81, Sequence=394417, X=-1.31543571108002E7, Y=3982586.0194791
ID=77, Sequence=394421, X=-1.31614370962342E7, Y=4000054.7696029
ID=458, Sequence=394422, X=-1.3166680360583E7, Y=4001677.09118097
ID=55, Sequence=394443, X=-1.31691318847543E7, Y=3979812.76839959
ID=455, Sequence=394466, X=-1.31548872529551E7, Y=3995580.83458697
ID=488, Sequence=394486, X=-1.31679657504876E7, Y=3997631.69554232
ID=5, Sequence=394493, X=-1.31617684780811E7, Y=4002470.76442818
ID=4, Sequence=394494, X=-1.3177616287758E7, Y=3993734.10530188
ID=419, Sequence=395322, X=-1.31611467395961E7, Y=3997938.301946
ID=392, Sequence=395349, X=-1.31676602624055E7, Y=3998747.80698156
ID=344, Sequence=395397, X=-1.31786728673453E7, Y=4032628.78967503
ID=341, Sequence=395400, X=-1.31720425705297E7, Y=3998191.45252962
ID=323, Sequence=395418, X=-1.31763546216989E7, Y=3979730.05193272
ID=284, Sequence=395457, X=-1.31607546412833E7, Y=3995052.09587298
ID=282, Sequence=395459, X=-1.31678334459091E7, Y=3976966.61741278
ID=268, Sequence=395473, X=-1.3164387346483E7, Y=4010015.1129665
ID=450, Sequence=395490, X=-1.31612308653148E7, Y=3998551.47022695
ID=222, Sequence=395519, X=-1.3188156004544E7, Y=4044526.60441128
ID=215, Sequence=395526, X=-1.31487073146724E7, Y=3985597.7350512
ID=210, Sequence=395531, X=-1.31623172540872E7, Y=4008593.57507712
ID=203, Sequence=395538, X=-1.31611308404256E7, Y=3997822.42119317
ID=163, Sequence=395578, X=-1.31622255340661E7, Y=4005803.85881372
ID=154, Sequence=395587, X=-1.31826375435989E7, Y=4037601.4453925
ID=114, Sequence=395627, X=-1.31663466551649E7, Y=4006871.02240478
ID=103, Sequence=395638, X=-1.31627895430682E7, Y=3976283.42852702
ID=98, Sequence=395643, X=-1.31605232090431E7, Y=3998897.66654535
ID=89, Sequence=395652, X=-1.31626288217898E7, Y=3975693.09440029
ID=81, Sequence=395660, X=-1.31543572616573E7, Y=3982143.65955652
ID=77, Sequence=395664, X=-1.31614975045402E7, Y=4000495.14782899
ID=458, Sequence=395665, X=-1.31666792095005E7, Y=4000791.86093321
ID=55, Sequence=395686, X=-1.31686140910554E7, Y=3979664.55875361
ID=455, Sequence=395709, X=-1.31538060410126E7, Y=3995421.48477045
ID=488, Sequence=395729, X=-1.31674161790635E7, Y=3997632.64203369
ID=5, Sequence=395736, X=-1.31617382739281E7, Y=4002250.5345162
ID=4, Sequence=395737, X=-1.3175860251198E7, Y=3993741.28177017
ID=419, Sequence=396562, X=-1.31610863312901E7, Y=3997498.02368365
ID=392, Sequence=396589, X=-1.31677070260098E7, Y=3998851.94569081
ID=344, Sequence=396637, X=-1.31783750553574E7, Y=4032255.35119023
ID=341, Sequence=396640, X=-1.31720423148616E7, Y=3998080.7081148
ID=323, Sequence=396658, X=-1.3176575910157E7, Y=3979861.14924732
ID=284, Sequence=396697, X=-1.31608129850074E7, Y=3995492.45938221
ID=282, Sequence=396699, X=-1.31678554402082E7, Y=3976524.83152164
ID=268, Sequence=396713, X=-1.31649010598166E7, Y=4009232.17304031
ID=450, Sequence=396730, X=-1.31612006611618E7, Y=3998331.31696125
ID=222, Sequence=396759, X=-1.31884538165319E7, Y=4044900.4530934
ID=215, Sequence=396766, X=-1.31486931902786E7, Y=3984713.83895584
ID=210, Sequence=396771, X=-1.31623215013296E7, Y=4008482.7809382
ID=203, Sequence=396778, X=-1.31611006362726E7, Y=3997602.28217556
ID=163, Sequence=396818, X=-1.31622859423721E7, Y=4006244.46207967
ID=154, Sequence=396827, X=-1.31827119965958E7, Y=4037694.84847674
ID=114, Sequence=396867, X=-1.31663356580154E7, Y=4007092.50836305
ID=103, Sequence=396878, X=-1.31627194872339E7, Y=3976497.18663755
ID=98, Sequence=396883, X=-1.31627011585728E7, Y=3999133.36087748
ID=89, Sequence=396892, X=-1.31627589276255E7, Y=3976376.84350732
ID=81, Sequence=396900, X=-1.31543574125145E7, Y=3981701.31695193
ID=77, Sequence=396904, X=-1.31615579128462E7, Y=4000935.54328022
ID=458, Sequence=396905, X=-1.3166678058418E7, Y=3999906.70028358
ID=55, Sequence=396926, X=-1.31680962973565E7, Y=3979516.35105077
ID=455, Sequence=396949, X=-1.31527863086905E7, Y=3995115.13649834
ID=488, Sequence=396969, X=-1.31668666076393E7, Y=3997633.58852515
ID=5, Sequence=396976, X=-1.31617080697751E7, Y=4002030.30891331
ID=4, Sequence=396977, X=-1.31747623162681E7, Y=3993744.33619219
ID=419, Sequence=397806, X=-1.3161025922984E7, Y=3997057.7626274
ID=392, Sequence=397833, X=-1.31677537896142E7, Y=3998956.08536298
ID=344, Sequence=397881, X=-1.31780772433695E7, Y=4031881.92516617
ID=341, Sequence=397884, X=-1.31720423148616E7, Y=3997969.96450606
ID=323, Sequence=397902, X=-1.31767971986151E7, Y=3979992.24808233
ID=284, Sequence=397941, X=-1.31608715586529E7, Y=3995932.81992307
ID=282, Sequence=397943, X=-1.31678774345071E7, Y=3976083.06288485
ID=268, Sequence=397957, X=-1.31654147731501E7, Y=4008449.28764553
ID=450, Sequence=397974, X=-1.31611704570088E7, Y=3998111.1679984
ID=222, Sequence=398003, X=-1.31887516285197E7, Y=4045274.31429433
ID=215, Sequence=398010, X=-1.31486790658847E7, Y=3983830.01203507
ID=210, Sequence=398015, X=-1.31623257485722E7, Y=4008371.98789119
ID=203, Sequence=398022, X=-1.31610704321195E7, Y=3997382.14745965
ID=163, Sequence=398062, X=-1.31623463506782E7, Y=4006685.08260738
ID=154, Sequence=398071, X=-1.31827864495928E7, Y=4037788.25234133
ID=114, Sequence=398111, X=-1.31663246608659E7, Y=4007313.99868389
ID=103, Sequence=398122, X=-1.31626494313995E7, Y=3976710.94878772
ID=98, Sequence=398127, X=-1.31648791081026E7, Y=3999369.06014234
ID=89, Sequence=398136, X=-1.31624790112138E7, Y=3977230.97067244
ID=81, Sequence=398144, X=-1.31543575633717E7, Y=3981258.99166249
ID=77, Sequence=398148, X=-1.31616183211523E7, Y=4001375.95595942
ID=458, Sequence=398149, X=-1.31666769073355E7, Y=3999021.60920934
ID=55, Sequence=398170, X=-1.31675718720414E7, Y=3979390.10778025
ID=455, Sequence=398193, X=-1.31517617027396E7, Y=3994794.52434767
ID=488, Sequence=398213, X=-1.31667820383706E7, Y=3997265.39146213
ID=5, Sequence=398220, X=-1.31616778656221E7, Y=4001810.08761915
ID=4, Sequence=398221, X=-1.31725600212371E7, Y=3993749.18363262
ID=419, Sequence=399054, X=-1.3160965514678E7, Y=3996617.51877447
ID=392, Sequence=399081, X=-1.31678005532185E7, Y=3999060.22599809
ID=344, Sequence=399129, X=-1.31777794313817E7, Y=4031508.51160114
ID=341, Sequence=399132, X=-1.31720423148616E7, Y=3997859.22198605
ID=323, Sequence=399150, X=-1.31770184870731E7, Y=3980123.34843785
ID=284, Sequence=399189, X=-1.31609319669589E7, Y=3996373.0370244
ID=282, Sequence=399191, X=-1.31678994288062E7, Y=3975641.3114996
ID=268, Sequence=399205, X=-1.31659284864836E7, Y=4007666.4567664
ID=450, Sequence=399222, X=-1.31611402528558E7, Y=3997891.02333805
ID=222, Sequence=399251, X=-1.31890494405076E7, Y=4045648.1880158
ID=215, Sequence=399258, X=-1.31486661943398E7, Y=3982946.16781213
ID=210, Sequence=399263, X=-1.31623299958146E7, Y=4008261.19593604
ID=203, Sequence=399270, X=-1.31610402279665E7, Y=3997162.01704508
ID=163, Sequence=399310, X=-1.31623547428627E7, Y=4006746.2968927
ID=154, Sequence=399319, X=-1.31828609025898E7, Y=4037881.6569863
ID=114, Sequence=399359, X=-1.31663136637164E7, Y=4007535.49336767
ID=103, Sequence=399370, X=-1.31625793755651E7, Y=3976924.71497785
ID=98, Sequence=399375, X=-1.31670595502217E7, Y=3999575.88110753
ID=89, Sequence=399384, X=-1.31621990948023E7, Y=3978085.16234786
ID=81, Sequence=399392, X=-1.31543577142288E7, Y=3980816.68368539
ID=77, Sequence=399396, X=-1.31616787294583E7, Y=4001816.38586937
ID=458, Sequence=399397, X=-1.31666751641414E7, Y=3998136.58851738
ID=55, Sequence=399418, X=-1.31670272991004E7, Y=3979330.59004787
ID=455, Sequence=399441, X=-1.31507382190297E7, Y=3994474.27246483
ID=488, Sequence=399461, X=-1.31667915565228E7, Y=3996822.52204972
ID=5, Sequence=399468, X=-1.3161647661469E7, Y=4001589.87063337
ID=4, Sequence=399469, X=-1.31703625341381E7, Y=3993748.26004015
ID=419, Sequence=400304, X=-1.3160905106372E7, Y=3996177.29212205
ID=392, Sequence=400331, X=-1.3167847316823E7, Y=3999164.36759619
ID=344, Sequence=400379, X=-1.31774816193937E7, Y=4031135.11049343
ID=341, Sequence=400382, X=-1.31720423148616E7, Y=3997748.48055472
ID=323, Sequence=400400, X=-1.31772475390415E7, Y=3980243.60625914
ID=284, Sequence=400439, X=-1.3160992375265E7, Y=3996813.27132469
ID=282, Sequence=400441, X=-1.31679214231052E7, Y=3975199.57736306
ID=268, Sequence=400455, X=-1.31664421998172E7, Y=4006883.68038719
ID=450, Sequence=400472, X=-1.31611100487028E7, Y=3997670.88297985
ID=222, Sequence=400501, X=-1.31893472524956E7, Y=4046022.07425952
ID=215, Sequence=400508, X=-1.31486672220583E7, Y=3982061.4374385
ID=210, Sequence=400513, X=-1.31623353216835E7, Y=4008150.46275448
ID=203, Sequence=400520, X=-1.31610100238135E7, Y=3996941.8909315
ID=163, Sequence=400560, X=-1.31622943345566E7, Y=4006305.6739667
ID=154, Sequence=400569, X=-1.31829353555868E7, Y=4037975.06241169
ID=114, Sequence=400609, X=-1.31663026665668E7, Y=4007756.99241474
ID=103, Sequence=400620, X=-1.31625093197308E7, Y=3977138.48520826
ID=98, Sequence=400625, X=-1.31692570575502E7, Y=3999568.27343764
ID=89, Sequence=400634, X=-1.31617112463152E7, Y=3979643.20378171
ID=81, Sequence=400642, X=-1.3154357865086E7, Y=3980374.39301778
ID=77, Sequence=400646, X=-1.31617391377643E7, Y=4002256.83301289
ID=458, Sequence=400647, X=-1.31666724981644E7, Y=3997251.63864806
ID=55, Sequence=400668, X=-1.31664827261595E7, Y=3979271.07262883
ID=455, Sequence=400691, X=-1.31497147353197E7, Y=3994154.02968036
ID=488, Sequence=400711, X=-1.31668010746751E7, Y=3996379.67004427
ID=5, Sequence=400718, X=-1.3161617457316E7, Y=4001369.65795562
ID=4, Sequence=400719, X=-1.31690664552263E7, Y=3993746.34570723
ID=419, Sequence=401551, X=-1.31608453861621E7, Y=3995737.02244352
ID=392, Sequence=401578, X=-1.31678940804274E7, Y=3999268.51015731
ID=344, Sequence=401626, X=-1.31771838074058E7, Y=4030761.72184132
ID=341, Sequence=401629, X=-1.31720423148616E7, Y=3997637.74021201
ID=323, Sequence=401647, X=-1.31774978831978E7, Y=3980334.60369
ID=284, Sequence=401686, X=-1.3161052783571E7, Y=3997253.52282674
ID=282, Sequence=401688, X=-1.31679434174042E7, Y=3974757.86047241
ID=268, Sequence=401702, X=-1.31666874424081E7, Y=4006046.66482862
ID=450, Sequence=401719, X=-1.31610798445497E7, Y=3997450.74692345
ID=222, Sequence=401748, X=-1.31896450644835E7, Y=4046395.97302723
ID=215, Sequence=401755, X=-1.31486682497767E7, Y=3981176.77633469
ID=210, Sequence=401760, X=-1.31623394658967E7, Y=4008039.67044288
ID=203, Sequence=401767, X=-1.31609798196605E7, Y=3996721.76911858
ID=163, Sequence=401807, X=-1.31622339262506E7, Y=4005865.06830283
ID=154, Sequence=401816, X=-1.31830098085837E7, Y=4038068.4686175
ID=114, Sequence=401856, X=-1.31662916694173E7, Y=4007978.49582547
ID=103, Sequence=401867, X=-1.31624392638964E7, Y=3977352.25947928
ID=98, Sequence=401872, X=-1.31714553296136E7, Y=3999561.47136589
ID=89, Sequence=401881, X=-1.31612843382258E7, Y=3981037.79478635
ID=81, Sequence=401889, X=-1.31543580159432E7, Y=3979932.11965682
ID=77, Sequence=401893, X=-1.31617995460704E7, Y=4002697.29739276
ID=458, Sequence=401894, X=-1.31666698321872E7, Y=3996366.75828563
ID=55, Sequence=401915, X=-1.3165934217036E7, Y=3979263.63454587
ID=455, Sequence=401938, X=-1.31486912516098E7, Y=3993833.7959932
ID=488, Sequence=401958, X=-1.31668105928273E7, Y=3995936.83544296
ID=5, Sequence=401965, X=-1.3161587253163E7, Y=4001149.44958554
ID=4, Sequence=401966, X=-1.31662316605328E7, Y=3993744.14183381
ID=419, Sequence=402800, X=-1.3160787042438E7, Y=3995296.64937845
ID=392, Sequence=402827, X=-1.31679408440317E7, Y=3999372.65368149
ID=344, Sequence=402875, X=-1.31768859954179E7, Y=4030388.34564312
ID=341, Sequence=402878, X=-1.31719211149396E7, Y=3997624.88347589
ID=323, Sequence=402896, X=-1.3177742451255E7, Y=3980435.42245216
ID=284, Sequence=402935, X=-1.3161113191877E7, Y=3997693.79153335
ID=282, Sequence=402937, X=-1.31679654117032E7, Y=3974316.16082483
ID=268, Sequence=402951, X=-1.31666848898469E7, Y=4005160.95928908
ID=450, Sequence=402968, X=-1.31610496403967E7, Y=3997230.6151685
ID=222, Sequence=402997, X=-1.31899428764713E7, Y=4046769.88432063
ID=215, Sequence=403004, X=-1.31486692774952E7, Y=3980292.18447802
ID=210, Sequence=403009, X=-1.31623436101101E7, Y=4007928.87922307
ID=203, Sequence=403016, X=-1.31609496155075E7, Y=3996501.65160594
ID=163, Sequence=403056, X=-1.31621735179446E7, Y=4005424.47989829
ID=154, Sequence=403065, X=-1.31830842615806E7, Y=4038161.87560379
ID=114, Sequence=403105, X=-1.31662806722679E7, Y=4008200.0036002
ID=103, Sequence=403116, X=-1.31623692080619E7, Y=3977566.03779122
ID=98, Sequence=403121, X=-1.31736536199689E7, Y=3999560.45755636
ID=89, Sequence=403130, X=-1.31610170932925E7, Y=3981894.8544999
ID=81, Sequence=403138, X=-1.31540272301305E7, Y=3979749.14384535
ID=77, Sequence=403142, X=-1.31618599543763E7, Y=4003137.7790118
ID=458, Sequence=403143, X=-1.31666671662101E7, Y=3995481.94740738
ID=55, Sequence=403164, X=-1.31653846944508E7, Y=3979269.60545329
ID=455, Sequence=403187, X=-1.31487033693371E7, Y=3992952.5334965
ID=488, Sequence=403207, X=-1.31668837401661E7, Y=3995502.00047718
ID=5, Sequence=403214, X=-1.316155704901E7, Y=4000929.2455228
ID=4, Sequence=403215, X=-1.31635324148401E7, Y=3993728.87363435
ID=419, Sequence=404050, X=-1.31607286987139E7, Y=3994856.29351964
ID=392, Sequence=404077, X=-1.31679876076361E7, Y=3999476.79816876
ID=344, Sequence=404125, X=-1.31765881834301E7, Y=4030014.98189709
ID=341, Sequence=404128, X=-1.31717837220836E7, Y=3997625.12009858
ID=323, Sequence=404146, X=-1.31779870193122E7, Y=3980536.24211361
ID=284, Sequence=404185, X=-1.31611736001831E7, Y=3998134.0774473
ID=282, Sequence=404187, X=-1.31679874060023E7, Y=3973874.47841751
ID=268, Sequence=404201, X=-1.31666837387644E7, Y=4004275.45496668
ID=450, Sequence=404218, X=-1.31610194362437E7, Y=3997010.48771466
ID=222, Sequence=404247, X=-1.31901150093924E7, Y=4046986.00773778
ID=215, Sequence=404254, X=-1.31485596335154E7, Y=3979412.28713093
ID=210, Sequence=404259, X=-1.31623477543233E7, Y=4007818.08909499
ID=203, Sequence=404266, X=-1.31609194113545E7, Y=3996281.53839324
ID=163, Sequence=404306, X=-1.31621131096385E7, Y=4004983.90875027
ID=154, Sequence=404315, X=-1.31831587145777E7, Y=4038255.28337057
ID=114, Sequence=404355, X=-1.31662696751184E7, Y=4008421.51573929
ID=103, Sequence=404366, X=-1.31622991522276E7, Y=3977779.8201444
ID=98, Sequence=404371, X=-1.31741833435239E7, Y=3999210.38806861
ID=89, Sequence=404380, X=-1.31606518966197E7, Y=3983062.97968606
ID=81, Sequence=404388, X=-1.31534778499986E7, Y=3979737.43787019
ID=77, Sequence=404392, X=-1.31619203626823E7, Y=4003578.2778728
ID=458, Sequence=404393, X=-1.31668141035485E7, Y=3995773.50258403
ID=55, Sequence=404414, X=-1.31648351718657E7, Y=3979275.57636388
ID=455, Sequence=404437, X=-1.31487216277928E7, Y=3992068.1102601
ID=488, Sequence=404457, X=-1.31666666749227E7, Y=3995318.90166259
ID=5, Sequence=404464, X=-1.3161526844857E7, Y=4000709.04576703
ID=4, Sequence=404465, X=-1.31614860292174E7, Y=3993849.44777662
ID=419, Sequence=405304, X=-1.3160671548201E7, Y=3994415.85409059
ID=392, Sequence=405331, X=-1.31680343712406E7, Y=3999580.94361917
ID=344, Sequence=405379, X=-1.31762903714422E7, Y=4029641.63060154
ID=341, Sequence=405382, X=-1.31716463292276E7, Y=3997625.35672128
ID=323, Sequence=405400, X=-1.31782315873694E7, Y=3980637.06267441
ID=284, Sequence=405439, X=-1.31612340084891E7, Y=3998574.3805714
ID=282, Sequence=405441, X=-1.31680094003012E7, Y=3973432.81324763
ID=268, Sequence=405455, X=-1.31666825876819E7, Y=4003390.02033194
ID=450, Sequence=405472, X=-1.31609892320907E7, Y=3996790.36456157
ID=215, Sequence=405508, X=-1.31483230736052E7, Y=3978641.16997715
ID=210, Sequence=405513, X=-1.31623518985366E7, Y=4007707.3000586
ID=203, Sequence=405520, X=-1.31608892072014E7, Y=3996061.42948014
ID=163, Sequence=405560, X=-1.31620527013325E7, Y=4004543.35485596
ID=154, Sequence=405569, X=-1.31832331675746E7, Y=4038348.69191786
ID=114, Sequence=405609, X=-1.31662586779688E7, Y=4008643.03224311
ID=103, Sequence=405620, X=-1.31622290963932E7, Y=3977993.60653914
ID=98, Sequence=405625, X=-1.31729976247472E7, Y=3999096.4344132
ID=89, Sequence=405634, X=-1.31601379293942E7, Y=3984783.6149405
ID=81, Sequence=405642, X=-1.31529284698667E7, Y=3979725.73190716
ID=77, Sequence=405646, X=-1.31619807709884E7, Y=4004018.79397857
ID=458, Sequence=405647, X=-1.31667950880944E7, Y=3996658.2062444
ID=55, Sequence=405668, X=-1.31642856492804E7, Y=3979281.54727761
ID=455, Sequence=405691, X=-1.31487398862485E7, Y=3991183.75637886
ID=488, Sequence=405711, X=-1.31666680093729E7, Y=3995761.77710377
ID=5, Sequence=405718, X=-1.3161496640704E7, Y=4000488.8503179
ID=4, Sequence=405719, X=-1.31611764746553E7, Y=3995737.42667118
ID=419, Sequence=406558, X=-1.31606153150017E7, Y=3993975.35440061
ID=392, Sequence=406585, X=-1.31680811348449E7, Y=3999685.09003275
ID=344, Sequence=406633, X=-1.31759925594543E7, Y=4029268.29175476
ID=341, Sequence=406636, X=-1.31715089363715E7, Y=3997625.59334398
ID=323, Sequence=406654, X=-1.31784761554266E7, Y=3980737.88413457
ID=284, Sequence=406693, X=-1.31612944167951E7, Y=3999014.70090845
ID=282, Sequence=406695, X=-1.31680313946002E7, Y=3972991.16531237
ID=268, Sequence=406709, X=-1.31666814365993E7, Y=4002504.65536209
ID=450, Sequence=406726, X=-1.31609590279377E7, Y=3996570.24570888
ID=215, Sequence=406762, X=-1.3147326981045E7, Y=3978722.14896904
ID=210, Sequence=406767, X=-1.31623560427499E7, Y=4007596.51211386
ID=203, Sequence=406774, X=-1.31608592022414E7, Y=3995841.3074601
ID=163, Sequence=406814, X=-1.31619922930264E7, Y=4004102.81821257
ID=154, Sequence=406823, X=-1.31833076205716E7, Y=4038442.1012457
ID=114, Sequence=406863, X=-1.31662476808193E7, Y=4008864.553112
ID=103, Sequence=406874, X=-1.31621590405588E7, Y=3978207.39697577
ID=98, Sequence=406879, X=-1.31720447301369E7, Y=3998825.97129063
ID=89, Sequence=406888, X=-1.31598841066751E7, Y=3986531.75302476
ID=81, Sequence=406896, X=-1.31523790897347E7, Y=3979714.02595625
ID=77, Sequence=406900, X=-1.31620411792944E7, Y=4004459.32733192
ID=458, Sequence=406901, X=-1.31667760726402E7, Y=3997542.979376
ID=55, Sequence=406922, X=-1.31637361266953E7, Y=3979287.5181945
ID=455, Sequence=406945, X=-1.31487684321955E7, Y=3990299.89571052
ID=488, Sequence=406965, X=-1.31666693438231E7, Y=3996204.66995021
ID=5, Sequence=406972, X=-1.31614664365509E7, Y=4000268.65917504
ID=4, Sequence=406973, X=-1.31611738961843E7, Y=3995976.38931995
ID=419, Sequence=407814, X=-1.31605590818023E7, Y=3993534.87192241
ID=392, Sequence=407841, X=-1.31681278984493E7, Y=3999789.23740954
ID=344, Sequence=407889, X=-1.31756947474664E7, Y=4028894.96535502
ID=341, Sequence=407892, X=-1.31713715435155E7, Y=3997625.8299667
ID=323, Sequence=407910, X=-1.31785052424287E7, Y=3980949.53699674
ID=284, Sequence=407949, X=-1.31613548251011E7, Y=3999455.03846125
ID=282, Sequence=407951, X=-1.31680533888993E7, Y=3972549.5346089
ID=268, Sequence=407965, X=-1.31666802855168E7, Y=4001619.36003439
ID=450, Sequence=407982, X=-1.31609288237846E7, Y=3996350.13115624
ID=215, Sequence=408018, X=-1.31473229007977E7, Y=3979606.35303599
ID=210, Sequence=408023, X=-1.31623601869632E7, Y=4007485.72526073
ID=203, Sequence=408030, X=-1.31608300303794E7, Y=3995621.11673906
ID=163, Sequence=408070, X=-1.31619318847204E7, Y=4003662.29881728
ID=154, Sequence=408079, X=-1.31833820735686E7, Y=4038535.5113541
ID=114, Sequence=408119, X=-1.31662366836698E7, Y=4009086.07834632
ID=103, Sequence=408130, X=-1.31620917196982E7, Y=3978421.7573441
ID=98, Sequence=408135, X=-1.3171684820958E7, Y=3997625.2904295
ID=89, Sequence=408144, X=-1.31598563330489E7, Y=3988148.40896232
ID=81, Sequence=408152, X=-1.31518297096027E7, Y=3979702.32001746
ID=77, Sequence=408156, X=-1.31621015876004E7, Y=4004899.87793563
ID=458, Sequence=408157, X=-1.31677594340275E7, Y=3997632.05086783
ID=55, Sequence=408178, X=-1.31631866041102E7, Y=3979293.48911455
ID=455, Sequence=408201, X=-1.31487616381576E7, Y=3989414.60543583
ID=488, Sequence=408221, X=-1.31666706782732E7, Y=3996647.58020477
ID=5, Sequence=408228, X=-1.31614362323979E7, Y=4000048.47233812
